ean;descripcion;marca;n_sucursales;n_cadenas;precio_mediano;coicop_sugerido;rubro_sugerido;coicop_subclase
7790490998309;EDULCO CLASICO FORTE;HILERET;683;9;5300.0;;;
7790639003437;GASEO COLA;CUNNINGTON;683;9;2540.0;;;
7790742363107;LECHE LARGA VIDA 1%;LA SERENISIMA;683;9;2721.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7791290795600;LIMPIADO BAÑO EXPERT;CIF;683;9;2506.99;;;
7792200000319;GALL.BIZCOCHO AZUCAR;9 DE ORO;683;9;1379.0;01.1.1;Pan y cereales;
7794940000758;EDULCORANTE STEVIA;HILERET;683;9;3600.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;
7798119220381;ENERGIZA ZERO AZUCAR;SPEED;683;9;2925.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.2.2
7891150075382;JAB TOC ANTIBACTERIA;DOVE;683;9;2609.0;;;
8445290993021;PURE DE PAPA CREMOSO;MAGGI;683;9;2953.0;01.1.7;Verduras, tubérculos y legumbres;01.1.4
7790093132728;VINO TORRONTES PRIVA;ETCHA;682;9;5420.0;02.1;Bebidas alcohólicas;
7790236018353;TAPA EMPANADA CRIOLL;LASAL;682;9;4180.0;01.1.1;Pan y cereales;01.1.1
7790240042092;VINO SYRAH;ALMA MORA;682;9;7671.0;02.1;Bebidas alcohólicas;
7790314080159;VINO MALBEC;EMEND;682;9;4100.0;02.1;Bebidas alcohólicas;
7791337007802;LECHE SABOR FRUTILLA;ACTIMEL;682;9;1965.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7792180007315;GALLETITAS 5 SEMILLA;PASEO;682;9;2220.0;01.1.1;Pan y cereales;
7793253003517;DESINF FRESC LAVANDA;POETT;682;9;4310.0;;;
7794000008540;CALDO GALLINA C/VEGE;KNORR;682;9;2640.0;;;01.1.9
7794990879656;QUESO CREMA CLASICO;LA PAULINA;682;9;3245.0;01.1.4;Leche, productos lácteos y huevos;
7790150330166;TE MANZANILLA;LA VIRGINIA;681;9;1668.0;01.2.1;Café, té, yerba y cacao;
7790742363206;LECHE SEMI DESCRE 2%;LA SERENISIMA;681;9;2805.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7791451071000;DULCE DE BATATA;ESNAOLA;681;9;3360.0;01.1.7;Verduras, tubérculos y legumbres;
7792170110568;BEB ISOTON FRUT TROP;GATORADE;681;9;2850.0;;;01.2.2
7792180004871;HARINA 0000 ULTRA RE;PUREZA;681;9;1430.0;01.1.1;Pan y cereales;
7792360002062;CAFE MOLI INTEN SENS;BONAF;681;9;12075.0;01.2.1;Café, té, yerba y cacao;
7622201735258;OREO QJ 12X354GR;OREO;680;9;6210.0;;;
7790070036278;ESPINACA SUPERCONGEL;GRANJA DEL SOL;680;9;5140.0;01.1.7;Verduras, tubérculos y legumbres;
7790070562265;HARINA 0000 C/VITAMI;FAVORITA;680;9;1640.0;01.1.1;Pan y cereales;
7790132009158;DESTAPACAÑERIAS;PLOMERO;680;9;8110.0;;;
7790150610305;VAINILLA LIQUIDA;ALICANTE;680;9;2155.0;;;
7790360720382;PATE DE FOIE;SWIFT;680;9;1280.0;;;
7791337007864;YOGUR FIRME FRUTILLA;SER;680;9;2680.0;01.1.4;Leche, productos lácteos y huevos;
7798342151254;NOT BURGER PARRILLER;NOT BURGER;680;9;7242.0;;;
7790250015536;P HIG DOBLE FUSION;HIGIENOL;679;9;3435.0;;;
7790360720115;PICADILLO DE CARNE;SWIFT;679;9;1280.0;01.1.2;Carnes y derivados;
7790580131357;ATUN LOMITO ACEITE;LA CAMPAGNOLA;679;9;5745.0;01.1.5;Aceites, grasas y manteca;
7790742436207;LECHE EN POLVO;LA SERENISIMA;679;9;3745.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7791250003110;VODKA ICE LATA;SMIRNOFF;679;9;3700.0;02.1;Bebidas alcohólicas;
7791337008656;POSTRE YOG VAINILLA;DANONINO;679;9;1225.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.4
7791337008670;YOGURT BEB FRUTILLA;DANONINO;679;9;1833.0;01.1.4;Leche, productos lácteos y huevos;
7798060853003;QUESO UNT CLASICO;TONADITA;679;9;2699.0;01.1.4;Leche, productos lácteos y huevos;
7790158229547;MIEL SIN TACC;ALELUYA;678;9;5335.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;
7790189021028;VINO MALBEC;ELEMENTOS;678;9;6958.0;02.1;Bebidas alcohólicas;
7790199604587;AVENA TRADICIONAL;MORIXE;678;9;2200.0;01.1.1;Pan y cereales;01.1.1
7790314080203;VINO CHARDON DUL CHE;ESTAN;678;9;4100.0;02.1;Bebidas alcohólicas;
7790580146115;PURE DE TOMATE;ARCOR;678;9;1209.0;01.1.7;Verduras, tubérculos y legumbres;
7791290794085;LAVAVAJ BIO LIMON DP;CIF;678;9;3850.0;01.1.6;Frutas;
7791324157466;GALLE RELLENA FRUT;PITUS;678;9;1750.0;;;
7791728247091;VINO CHENIN;SANTA JULIA;678;9;8744.0;02.1;Bebidas alcohólicas;
7792180140708;HARIN LEUDANTE VIT D;PUREZA;678;9;1900.0;;;
7793913013535;YOG CREMOSO ENT VAIN;TREGAR;678;9;1090.0;;;01.1.4
7793913013566;YOG CREM LIGHT VAINI;TREGAR;678;9;1090.0;;;
7795930000550;BIDON AGUA;GLACIAR;678;9;9309.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7798119220183;BEBIDA ENERGIZANTE;SPEED;678;9;2925.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;01.2.2
7790040137844;MANA VAINILLA X3;MANA;677;9;3150.0;;;
7790070320308;FIDEO TIRABUZON;FAVORITA;677;9;1060.0;01.1.1;Pan y cereales;01.1.1
7791324157046;GALLE RELLENA CHOCO;PITUS;677;9;1750.0;;;
7793253003715;LAVAN LAV TRI PODER;AYUDI;677;9;1890.0;;;
8445291749306;CAFE CHOCO/MOCHA CRE;NESCA;677;9;5620.0;01.2.1;Café, té, yerba y cacao;
7790639003468;GASEOSA LIMA LIMON;CUNNINGTON;676;9;2750.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;01.2.2
7613287613356;ALIM PARA PERRO ADUL;DOGUI;675;9;5387.0;;;
7790070318398;FIDEOS DEDALITOS;LUCCHETTI;675;9;1700.0;01.1.1;Pan y cereales;01.1.1
7790070760555;VINO CHARDONNAY;BENJA;675;9;6300.0;02.1;Bebidas alcohólicas;
7798422620090;BEB ENERG GREEN ZERO;MONSTER;675;9;3300.0;;;
7790895007385;GASEO LIMA LIMON;CRUSH;674;9;2000.0;01.1.6;Frutas;
7791250003189;VODKA RED BERRIES;SMIRNOFF;674;9;3700.0;02.1;Bebidas alcohólicas;
7794440005109;PAÑO MULTIUSO TWIST;VIRUL;674;9;1290.0;;;
7790040143692;GALLET BAÑADAS CHOCO;COFLER;673;9;3584.0;01.1.1;Pan y cereales;
7790189001129;VINO MALBEC;DON DAVID;673;9;11229.0;02.1;Bebidas alcohólicas;
7790250015840;P HIG MAX ALOE 100MT;HIGIENOL;673;9;6869.0;;;
7790625005339;BONDIOLA FETEADA;LARIO;673;9;7429.0;01.1.2;Carnes y derivados;01.1.2
7791250003127;VODKA LATA GREENAPPL;SMIRNOFF;673;9;3700.0;02.1;Bebidas alcohólicas;
7791451080040;DULCE DE MEMBRILLO;ESNAOLA;673;9;4580.0;;;
8445290883858;LECHE CONDE DESCREMA;NESTLE;673;9;5355.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790387800142;TE DIAMANTADO EN SAQ;TARAGUI;672;9;1890.0;01.2.1;Café, té, yerba y cacao;
7790742348005;LECHE  MULTIDEFENSA;LA SERENISIMA;672;9;1975.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790895647741;AGUA SIN GAS;BENEDICTINO;672;9;1900.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790895648823;AGUA S/GAS;BENEDICTINO;672;9;2600.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7793360131523;MERMELADA DAMASCO;BC;672;9;3850.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.6
7896004009155;PAPAS FRITAS ORIGINA;PRINGLES;672;9;5689.0;;;
7790070760760;VINO CABERNET SAUVIG;EMILIA;671;9;7590.0;02.1;Bebidas alcohólicas;
7790236018346;TAPA EMPANAD HOJALDR;LASAL;671;9;4180.0;;;
7790250056881;ROLLO COCINA CLASICO;SUSSEX;671;9;2763.99;;;
7792799000097;AGUA S/GAS MINERAL;ECO;671;9;3187.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7622201492465;TABLET CHOCOPAU OREO;MILKA;670;9;2770.0;;;
7790742348203;LECHE MULTIDEF 2%;LA SERENISIMA;670;9;1975.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790742348302;LECHE MULTID 3%;LA SERENISIMA;670;9;1975.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7790813444469;LEVADURA FAMILIAR X2;CALSA;670;9;999.0;;;01.1.9
7791620187778;MARGARINA DORADA;DANICA;670;9;2819.0;01.1.5;Aceites, grasas y manteca;
7793253003777;LAVANDINA ANTISPLASH;AYUDIN;670;9;2110.0;;;
7798151952332;PASTA MANI NATURAL;MANI;670;9;4750.0;;;01.1.6
8445290585240;ALIM GATO CARN&POLLO;GATI;670;9;4804.0;01.1.2;Carnes y derivados;
7622201503987;GALLE VARIEDAD CHOCO;TERRA;669;9;3275.0;;;
7790070431431;ARROZ DOBLE CAROLINA;GALLO;669;9;2040.0;01.1.1;Pan y cereales;
7790130000027;VINAGRE DE MANZANA;MENOYO;669;9;2525.0;01.1.6;Frutas;01.1.9
7793253098773;PERFM P/TELAS FRAGAN;POETT;669;9;4970.0;;;
7798343751132;GRANOL ALM/CAJU/ARAN;INTEG;669;9;8650.0;;;
7791290795495;JABON LIQ C/BICARBON;ALA;668;9;11990.0;;;
7791293050805;JABON JAZMIN CREMOSO;LUX;668;9;4639.0;;;
7798338290035;LECH DESC LIVIAN L/V;3NIÑA;668;9;2620.0;;;
7790130000034;VINAGRE DE ALCOHOL;MENOY;667;9;1400.0;;;01.1.9
7790240042108;VINO MALBEC;ALMA MORA;667;9;7671.0;02.1;Bebidas alcohólicas;
7791293051963;TALCO ORIGINAL;REXON;667;9;3779.0;;;
7798181510212;CRACKERS CLASICAS;SMAMS;667;9;3332.0;;;
8445290584984;COMIDA GATO PESCADO;GATI;667;9;4804.0;01.1.3;Pescados y mariscos;
7790040136243;CEREALES SALVADO;BAGLEY;666;9;4188.0;01.1.1;Pan y cereales;01.1.1
7790040143944;GALLE SALADA QUESO;TRAVIATA;666;9;951.0;01.1.4;Leche, productos lácteos y huevos;
7790070417879;POLVO POSTRE CHOCOLA;EXQUISITA;666;9;1700.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.4
7790580132194;MERMELADA NARANJA;ARCOR;666;9;3100.0;01.1.6;Frutas;01.1.8
7793704000911;YERBA;PLAYADITO;666;9;2758.0;01.2.1;Café, té, yerba y cacao;
7793913013559;YOG CREM LIGHT FRUTI;TREGAR;666;9;1090.0;;;
7794000005839;SOPA VEGETA C/LETRAS;KNORR;666;9;2745.0;;;01.1.9
7790310985328;PAPAS FRITA FLAM HOT;LAYS;665;9;3639.0;;;
7791290792142;JAB POLVO MATIC MSOL;ALA;665;9;3850.0;;;
7793890258288;RAPIDITAS INTEGRALES;BIMBO;665;9;3489.0;;;01.1.1
7790150460474;COCO RALLADO;ALICANTE;664;9;2110.0;;;
7790387800135;TE SIN ENSOBR DIAMAN;TARAGUI;664;9;1080.0;01.2.1;Café, té, yerba y cacao;
7790580132224;MERMEL LIGHT DURAZNO;ARCOR;664;9;3380.0;01.1.6;Frutas;
7790580138721;POLENTA;PREST;664;9;2299.0;01.1.1;Pan y cereales;
7790580567903;TOMATE PERITA;ARCOR;664;9;1566.0;01.1.7;Verduras, tubérculos y legumbres;
7791290793583;SUAV P.ROPA ESENCIAL;COMFO;664;9;7350.0;;;
7794450088581;VINO TINTO MALBEC;SAINT FELICIEN;664;9;15250.0;02.1;Bebidas alcohólicas;02.1
7790040143531;GALLETAS DULCES;AMOR;663;9;1565.0;01.1.1;Pan y cereales;
7790045001607;SKARCHITOS;GRANI;663;9;2230.0;;;
7790070335944;FIDEO PENNE RIGA N45;MATARAZZO;663;9;2300.0;01.1.1;Pan y cereales;01.1.1
7790070431509;ARROZ PARBOIL BOLSA;LUCCHETTI;663;9;2289.0;01.1.1;Pan y cereales;
7790079000638;LEBERWURST;PALADINI;663;9;3425.0;;;01.1.2
7790130000058;VINAGRE DE ALCOHOL;MENOYO;663;9;1965.0;;;01.1.9
7790250026075;P HIG DOBL HOJA 30MT;ELITE;663;9;5615.0;;;
7792900990699;SALSA CAESAR;DOS ANCLAS;663;9;4700.0;;;01.1.9
7702003010781;APOSITO ADHES TRANSP;CURIT;662;9;2315.0;;;
7790070509048;YERBA MATE SIN TACC;CRUZ DE MALTA;662;9;2235.0;01.2.1;Café, té, yerba y cacao;
7790387800067;MATE COC DIAMANTADO;TARAGUI;662;9;2559.0;;;
7791250000935;VINO MALBEC;LOSAR;662;9;5310.0;02.1;Bebidas alcohólicas;
7791540044502;VINO BONARDA MALBEC;DADA;662;9;6790.0;02.1;Bebidas alcohólicas;
7792390620748;CAPELETTINI VERDURA;GIACOMO;662;9;5455.0;01.1.7;Verduras, tubérculos y legumbres;
7790740000486;ACO RESTAURA AMINOMA;PLUSB;661;9;6289.0;;;
7791866003283;AYONESA;MAYOL;661;9;2562.0;;;
7792180139320;HARINA 000 UR VIT D;CAÑUE;661;9;1080.0;01.1.1;Pan y cereales;
7793360000157;PURE DE TOMATE;SALSATI;661;9;1589.0;01.1.7;Verduras, tubérculos y legumbres;
7793890258776;PAN SALVADO;LACTAL;661;9;3827.0;01.1.1;Pan y cereales;01.1.1
7896004004983;COPOS DE CHOCOLATE;ZUCAR;661;9;2752.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.1
7790040008175;OBLEA RELLENA CREMA;OPERA;660;9;2724.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.1
7790040137837;GALL SABOR VAINILLA;MANA;660;9;1273.0;;;
7790079001031;MORTADELA BOCHITA;PALAD;660;9;4885.0;01.1.2;Carnes y derivados;
7794000006881;SOPA BALANC VEGETALE;KNORR;660;9;3661.0;;;01.1.9
7790070417893;POSTRE VAIN VIT/ZINC;EXQUI;659;9;1285.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;01.1.4
7790070433190;REBOZADOR;PREFE;659;9;3800.0;;;
7790310984734;PAPAS FRITAS CLASICA;LAYS;659;9;8844.0;;;
7790895649370;AGUA S/GAS;BENEDICTINO;659;9;5150.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7791866000664;KETCHUP;NATUR;659;9;3422.0;;;01.1.9
7793890258790;PAN PANCHO;LACTAL;659;9;2700.0;01.1.1;Pan y cereales;01.1.1
7790070431516;ARROZ PARBOIL BOLSA;LUCCH;658;9;1209.0;01.1.1;Pan y cereales;
7790742223104;QUESO RALLADO;LA SERENISIMA;658;9;6329.0;01.1.4;Leche, productos lácteos y huevos;
7794000006058;MAYONESA CLASICA;HELLM;658;9;5897.0;;;01.1.9
7509546687292;PASTA DENTAL;ODOL;657;9;2770.99;;;
7790740000448;SH RESTAU AMINOMAX;PLUSB;657;9;6289.99;;;
7798338291056;LECHE CHOCOLATADA;L3N;657;9;1190.0;01.2.1;Café, té, yerba y cacao;01.1.4
7790040132955;GALLE SALVADO;HOGAR;656;9;4189.0;;;
7790310985434;PAPAS FR JAMON SERRA;LAYS;656;9;3869.0;01.1.2;Carnes y derivados;
7790950131918;APERITIVO SAB LIMON;DRLEM;656;9;3719.0;02.1;Bebidas alcohólicas;
7790070432988;BIZCOCH NARANJA FORT;EXQUI;655;9;3700.0;01.1.1;Pan y cereales;
7790070760562;VINO CABERNET SAUVIG;BENJA;655;9;5490.0;02.1;Bebidas alcohólicas;
7790139002879;APERITIVO FERNET;1882;655;9;8740.0;02.1;Bebidas alcohólicas;02.1
7790189021059;VINO TORRONTES;ELEMENTOS;655;9;5990.0;02.1;Bebidas alcohólicas;
7790250016182;P HIG SIMP HOJA ALOE;HIGIENOL;655;9;1988.0;;;
7790310985557;PAPAS FRIT QUES&CEBO;LAYS;655;9;3869.0;;;
7790490998064;EDULCO CLASICO FORTE;HILER;655;9;4600.0;;;
7790742324009;QUESO UNT RED CAL;FINLANDIA;655;9;3655.0;01.1.4;Leche, productos lácteos y huevos;
7790950202823;APERITIVO CON VODKA;DRLEM;655;9;2850.0;02.1;Bebidas alcohólicas;
7792410532426;BEBIDA RON AÑEJO;HAVAN;655;9;20205.0;02.1;Bebidas alcohólicas;
7794940000857;EDULCORANTE ZURA FOR;HILER;655;9;4350.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;
7896004004921;COPO AZUCARADO;ZUCAR;655;9;3194.0;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;
8445290270184;CEREALES FRUTADOS;TRIX;655;9;4730.0;01.1.1;Pan y cereales;01.1.1
7790580123437;MERMELADA CIRUELA;ARCOR;654;9;3100.0;01.1.6;Frutas;01.1.6
7790813150131;LEVADURA INSTANTANEA;CALSA;654;9;548.0;;;01.1.9
7790070433145;ARROZ LARG FINO BOLS;GALLO;653;9;1269.0;01.1.1;Pan y cereales;
7790480008261;TE CLASICO;GREEN;653;9;2768.0;01.2.1;Café, té, yerba y cacao;
7790070317452;CAPPELLET JAM Y QUES;LUCCH;652;9;6000.0;;;
7790070433008;POLVO BIZCOCHU COCO;EXQUI;652;9;3700.0;01.1.1;Pan y cereales;
7790240128598;VINO MALBEC;FLMOR;652;9;4590.0;02.1;Bebidas alcohólicas;
7790975198859;VINO ESPUM EXTR BRUT;CHAND;652;9;9730.0;02.1;Bebidas alcohólicas;
7791620187761;MARGARINA SOFT;DANIC;652;9;2819.0;01.1.5;Aceites, grasas y manteca;
5011013100132;LICOR FINO CREAM;BAILE;651;9;43179.0;02.1;Bebidas alcohólicas;02.1
7790070035967;MILA SOJA TIPO CASER;GRANJ;651;9;4895.0;;;01.1.7
7790199604273;HARINA PARA PIZZA;MORIX;651;9;1960.0;01.1.1;Pan y cereales;
7791250001253;WHISKY BLENDED SCOTC;WHITE;651;9;22300.0;02.1;Bebidas alcohólicas;
7793147000752;CERVEZA LATA;IMPER;651;9;3105.0;02.1;Bebidas alcohólicas;02.1
7794000006362;PURE DE PAPAS;KNORR;651;9;3099.0;;;
7795323775508;LECHE INFANTIL 2;LASER;651;9;1897.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7791250000997;VINO MALBEC;SANTE;650;9;3990.0;02.1;Bebidas alcohólicas;
7793147570743;CERVEZA IPA;IMPER;650;9;3295.0;02.1;Bebidas alcohólicas;02.1
7793890258851;PAN HAMBURGUESA C/SE;FARGO;650;9;2615.0;01.1.2;Carnes y derivados;01.1.1
7790070231864;ACEIT OLIV EV INTENS;COCIN;649;9;14060.0;;;
7790070336965;SEMOLA NUTRIVIT MAX;VITIN;649;9;3779.0;;;01.1.1
7790895003325;AGUA S/GAS NARAN;AQUAR;649;9;3700.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7791203003341;VINO MALBEC;LALIN;649;9;10850.0;02.1;Bebidas alcohólicas;
7791540049347;VINO MALBEC;INTOC;649;9;10990.0;02.1;Bebidas alcohólicas;
7794626011023;TOALLA HUM TRI PROTE;HUGGIES;649;9;4970.0;;;
7790070231871;ACEIT OLIV EV SUAVE;COCIN;648;9;14060.0;;;
7795323775492;LECHE INFANTIL 1;LASER;648;9;2004.0;01.1.4;Leche, productos lácteos y huevos;01.1.4
7622201735715;JUGO PVO MULTIFRUTA;TANG;647;9;519.0;01.2.2;Aguas minerales, bebidas gaseosas y jugos;
7790310985380;PALITOS SALADOS;PEHUA;647;9;3518.0;;;
7790950133271;AMARGO LIMON;TERMA;647;9;2840.0;01.1.6;Frutas;
7792180006448;GALLETA CRACKER;PASEO;647;9;1790.0;01.1.1;Pan y cereales;
7790040136069;GALLETAS 7 SEMILLAS;HOGAR;646;9;1570.0;01.1.1;Pan y cereales;
7790070622020;TAPA P/EMPANA CRIOLL;LASAL;646;9;2400.0;;;
7790950133257;AMARGO SABOR POMELO;TERMA;646;9;2840.0;;;01.1.6
8445291082212;CAFE DOLCA ORIGE FRS;NESCA;646;9;12899.0;01.2.1;Café, té, yerba y cacao;
7790310985137;SNACK MEGA QUESO;3D;645;9;5400.0;01.1.4;Leche, productos lácteos y huevos;
7790639003451;GASEO POMELO;CUNNI;645;9;2750.0;;;01.1.6
